"Gene Symbol"	"Disease Name"
"SLC7A5"	"BLCA"
"SMAP2"	"BLCA"
"SOAT1"	"BLCA"
"SOCS1"	"BLCA"
"SP110"	"BLCA"
"SPI1"	"BLCA"
"SPIB"	"BLCA"
"SSR3"	"BLCA"
"ST6GALNAC4"	"BLCA"
"ST8SIA4"	"BLCA"
"STAB1"	"BLCA"
"STAMBPL1"	"BLCA"
"STAP1"	"BLCA"
"STAT1"	"BLCA"
"STAT4"	"BLCA"
"STAT5A"	"BLCA"
"STK10"	"BLCA"
"STK17A"	"BLCA"
"STK17B"	"BLCA"
"STX11"	"BLCA"
"SYTL3"	"BLCA"
"TAGAP"	"BLCA"
"TAP1"	"BLCA"
"TAP2"	"BLCA"
"TBC1D10C"	"BLCA"
"TBX21"	"BLCA"
"TBXAS1"	"BLCA"
"TFEC"	"BLCA"
"TFPI2"	"BLCA"
"TGFB1"	"BLCA"
"TGFBR1"	"BLCA"
"THBS1"	"BLCA"
"TIFAB"	"BLCA"
"TIGIT"	"BLCA"
"TIMP2"	"BLCA"
"TLR10"	"BLCA"
"TLR1"	"BLCA"
"TLR2"	"BLCA"
"TLR4"	"BLCA"
"TLR8"	"BLCA"
"TM6SF1"	"BLCA"
"TM7SF4"	"BLCA"
"TMC8"	"BLCA"
"TMED9"	"BLCA"
"TMEM149"	"BLCA"
"TMEM156"	"BLCA"
"TMEM71"	"BLCA"
"TNFAIP3"	"BLCA"
"TNFAIP6"	"BLCA"
"TNFAIP8"	"BLCA"
"TNFRSF10C"	"BLCA"
"TNFRSF17"	"BLCA"
"TNFRSF18"	"BLCA"
"TNFRSF1B"	"BLCA"
"TNFRSF4"	"BLCA"
"TNFRSF9"	"BLCA"
"TNFSF13B"	"BLCA"
"TNFSF8"	"BLCA"
"TNF"	"BLCA"
"TNIP1"	"BLCA"
"TNIP3"	"BLCA"
"TPP1"	"BLCA"
"TRADD"	"BLCA"
"TRAF1"	"BLCA"
"TRAF3IP3"	"BLCA"
"TRAM2"	"BLCA"
"TRAT1"	"BLCA"
"TREM2"	"BLCA"
"TRIM69"	"BLCA"
"TRPV2"	"BLCA"
"TSC22D3"	"BLCA"
"TTYH2"	"BLCA"
"TXNDC15"	"BLCA"
"TYMP"	"BLCA"
"UBE2F"	"BLCA"
"UPP1"	"BLCA"
"VCAN"	"BLCA"
"VNN2"	"BLCA"
"VPREB3"	"BLCA"
"WAS"	"BLCA"
"WIPF1"	"BLCA"
"XAF1"	"BLCA"
"ZAP70"	"BLCA"
"ZBED2"	"BLCA"
"ZBP1"	"BLCA"
"ZC3HAV1"	"BLCA"
"ZEB2"	"BLCA"
"ZNFX1"	"BLCA"
"ACAP1"	"BRCA"
"ADAM12"	"BRCA"
"ADAM19"	"BRCA"
"ADAM8"	"BRCA"
"ADAP2"	"BRCA"
"ADCY7"	"BRCA"
"AIF1"	"BRCA"
"AIM2"	"BRCA"
"AKAP13"	"BRCA"
"AKNA"	"BRCA"
"ALOX5"	"BRCA"
"ALPK1"	"BRCA"
"AMICA1"	"BRCA"
"AMPD1"	"BRCA"
"AMPD3"	"BRCA"
"ANKRD44"	"BRCA"
"AP1S2"	"BRCA"
"APBB1IP"	"BRCA"
"APOBEC3G"	"BRCA"
"ARAP1"	"BRCA"
"ARHGAP15"	"BRCA"
"ARHGAP18"	"BRCA"
"ARHGAP22"	"BRCA"
"ARHGAP25"	"BRCA"
"ARHGAP26"	"BRCA"
"ARHGAP30"	"BRCA"
"ARHGAP9"	"BRCA"
"ARL4C"	"BRCA"
"ARNTL2"	"BRCA"
"ARRB2"	"BRCA"
"ARRDC4"	"BRCA"
"ATM"	"BRCA"
"ATP8B2"	"BRCA"
"BACH1"	"BRCA"
"BACH2"	"BRCA"
"BANK1"	"BRCA"
"BATF3"	"BRCA"
"BCL11A"	"BRCA"
"BCL11B"	"BRCA"
"BCL2A1"	"BRCA"
"BHLHE41"	"BRCA"
"BIN2"	"BRCA"
"BIRC3"	"BRCA"
"BLK"	"BRCA"
"BMP2K"	"BRCA"
"BTLA"	"BRCA"
"BTN3A2"	"BRCA"
"C10orf54"	"BRCA"
"C11orf21"	"BRCA"
"C12orf35"	"BRCA"
"C13orf18"	"BRCA"
"C13orf31"	"BRCA"
"C1orf162"	"BRCA"
"C1orf38"	"BRCA"
"C22orf9"	"BRCA"
"C5AR1"	"BRCA"
"C5orf20"	"BRCA"
"C5orf39"	"BRCA"
"C5orf56"	"BRCA"
"CAMK4"	"BRCA"
"CAP1"	"BRCA"
"CARD11"	"BRCA"
"CASP1"	"BRCA"
"CBR3"	"BRCA"
"CCDC88A"	"BRCA"
"CCDC88B"	"BRCA"
"CCL17"	"BRCA"
"CCL19"	"BRCA"
"CCL20"	"BRCA"
"CCL22"	"BRCA"
"CCL24"	"BRCA"
"CCL4"	"BRCA"
"CCL8"	"BRCA"
"CCND2"	"BRCA"
"CCNYL1"	"BRCA"
"CCR1"	"BRCA"
"CCR2"	"BRCA"
"CCR3"	"BRCA"
"CCR5"	"BRCA"
"CCR7"	"BRCA"
"CCRL2"	"BRCA"
"CD160"	"BRCA"
"CD19"	"BRCA"
"CD1A"	"BRCA"
"CD1B"	"BRCA"
"CD1C"	"BRCA"
"CD1D"	"BRCA"
"CD1E"	"BRCA"
"CD209"	"BRCA"
"CD244"	"BRCA"
"CD247"	"BRCA"
"CD274"	"BRCA"
"CD27"	"BRCA"
"CD2"	"BRCA"
"CD300A"	"BRCA"
"CD37"	"BRCA"
"CD38"	"BRCA"
"CD3E"	"BRCA"
"CD3G"	"BRCA"
"CD40"	"BRCA"
"CD53"	"BRCA"
"CD58"	"BRCA"
"CD5"	"BRCA"
"CD69"	"BRCA"
"CD6"	"BRCA"
"CD79A"	"BRCA"
"CD79B"	"BRCA"
"CD7"	"BRCA"
"CD80"	"BRCA"
"CD83"	"BRCA"
"CD84"	"BRCA"
"CD86"	"BRCA"
"CD8B"	"BRCA"
"CD96"	"BRCA"
"CD97"	"BRCA"
"CDA"	"BRCA"
"CDC42SE2"	"BRCA"
"CDK6"	"BRCA"
"CECR1"	"BRCA"
"CELF2"	"BRCA"
"CFLAR"	"BRCA"
"CFP"	"BRCA"
"CHI3L1"	"BRCA"
"CHST11"	"BRCA"
"CHST12"	"BRCA"
"CHST2"	"BRCA"
"CHST7"	"BRCA"
"CLEC10A"	"BRCA"
"CLEC2D"	"BRCA"
"CLEC4A"	"BRCA"
"CLEC4E"	"BRCA"
"CLEC7A"	"BRCA"
"CLECL1"	"BRCA"
"CLIC2"	"BRCA"
"CLIC3"	"BRCA"
"CLN8"	"BRCA"
"CORO1C"	"BRCA"
"COTL1"	"BRCA"
"CPM"	"BRCA"
"CPNE5"	"BRCA"
"CPVL"	"BRCA"
"CR1"	"BRCA"
"CREB5"	"BRCA"
"CRLF2"	"BRCA"
"CRTAM"	"BRCA"
"CSF1R"	"BRCA"
"CSF1"	"BRCA"
"CSF2RA"	"BRCA"
"CSF2RB"	"BRCA"
"CSF2"	"BRCA"
"CSK"	"BRCA"
"CST7"	"BRCA"
"CSTA"	"BRCA"
"CTLA4"	"BRCA"
"CTSL1"	"BRCA"
"CTSW"	"BRCA"
"CTSZ"	"BRCA"
"CX3CR1"	"BRCA"
"CXCL10"	"BRCA"
"CXCL11"	"BRCA"
"CXCL1"	"BRCA"
"CXCL3"	"BRCA"
"CXCL5"	"BRCA"
"CXCL9"	"BRCA"
"CXCR1"	"BRCA"
"CXCR6"	"BRCA"
"CYBA"	"BRCA"
"CYBB"	"BRCA"
"CYLD"	"BRCA"
"CYP1B1"	"BRCA"
"CYSLTR1"	"BRCA"
"CYTH1"	"BRCA"
"CYTH4"	"BRCA"
"CYTIP"	"BRCA"
"DAPP1"	"BRCA"
"DEF6"	"BRCA"
"DERL3"	"BRCA"
"DFNA5"	"BRCA"
"DGKA"	"BRCA"
"DNAJC5B"	"BRCA"
"DOCK10"	"BRCA"
"DOCK2"	"BRCA"
"DOCK8"	"BRCA"
"DOK3"	"BRCA"
"DPEP2"	"BRCA"
"DPYD"	"BRCA"
"DSE"	"BRCA"
"DUSP2"	"BRCA"
"DUSP6"	"BRCA"
"EBI3"	"BRCA"
"EFHD2"	"BRCA"
"EHD4"	"BRCA"
"EMILIN2"	"BRCA"
"EMR2"	"BRCA"
"EMR3"	"BRCA"
"ENTPD1"	"BRCA"
"EOMES"	"BRCA"
"EREG"	"BRCA"
"ERICH1"	"BRCA"
"EVI2A"	"BRCA"
"EVI2B"	"BRCA"
"FABP5"	"BRCA"
"FAIM3"	"BRCA"
"FAM101B"	"BRCA"
"FAM113B"	"BRCA"
"FAM129C"	"BRCA"
"FAM26F"	"BRCA"
"FAM49A"	"BRCA"
"FAM65B"	"BRCA"
"FASLG"	"BRCA"
"FAS"	"BRCA"
"FCAR"	"BRCA"
"FCER1A"	"BRCA"
"FCGR2A"	"BRCA"
"FCGR2B"	"BRCA"
"FCGR2C"	"BRCA"
"FCN1"	"BRCA"
"FCRL1"	"BRCA"
"FCRL2"	"BRCA"
"FCRL3"	"BRCA"
"FCRL5"	"BRCA"
"FCRLA"	"BRCA"
"FDX1"	"BRCA"
"FERMT3"	"BRCA"
"FGFBP2"	"BRCA"
"FGL2"	"BRCA"
"FGR"	"BRCA"
"FKBP11"	"BRCA"
"FLI1"	"BRCA"
"FLJ10357"	"BRCA"
"FLVCR2"	"BRCA"
"FMNL1"	"BRCA"
"FMNL2"	"BRCA"
"FNBP1"	"BRCA"
"FOXN2"	"BRCA"
"FPR1"	"BRCA"
"FPR2"	"BRCA"
"FPR3"	"BRCA"
"FSCN1"	"BRCA"
"FXYD5"	"BRCA"
"FYB"	"BRCA"
"FYN"	"BRCA"
"GBP1"	"BRCA"
"GBP5"	"BRCA"
"GGTA1"	"BRCA"
"GIMAP2"	"BRCA"
"GIMAP4"	"BRCA"
"GIMAP5"	"BRCA"
"GIMAP6"	"BRCA"
"GIMAP7"	"BRCA"
"GLIPR1"	"BRCA"
"GLIPR2"	"BRCA"
"GLIS3"	"BRCA"
"GLT1D1"	"BRCA"
"GMFG"	"BRCA"
"GMIP"	"BRCA"
"GNA15"	"BRCA"
"GNG2"	"BRCA"
"GNG7"	"BRCA"
"GPR114"	"BRCA"
"GPR132"	"BRCA"
"GPR15"	"BRCA"
"GPR171"	"BRCA"
"GPR183"	"BRCA"
"GPR18"	"BRCA"
"GPR65"	"BRCA"
"GPR84"	"BRCA"
"GPSM3"	"BRCA"
"GSN"	"BRCA"
"GZMA"	"BRCA"
"GZMB"	"BRCA"
"GZMH"	"BRCA"
"GZMK"	"BRCA"
"GZMM"	"BRCA"
"H6PD"	"BRCA"
"HAVCR2"	"BRCA"
"HBEGF"	"BRCA"
"HCK"	"BRCA"
"HCLS1"	"BRCA"
"HCST"	"BRCA"
"HECA"	"BRCA"
"HK3"	"BRCA"
"HLA-DQA1"	"BRCA"
"HLA-DQB1"	"BRCA"
"HLX"	"BRCA"
"HMHA1"	"BRCA"
"HMOX1"	"BRCA"
"HS3ST3B1"	"BRCA"
"HVCN1"	"BRCA"
"ICAM2"	"BRCA"
"ICAM3"	"BRCA"
"ICOS"	"BRCA"
"IDO1"	"BRCA"
"IER5"	"BRCA"
"IFI16"	"BRCA"
"IFNAR2"	"BRCA"
"IFNGR1"	"BRCA"
"IFNG"	"BRCA"
"IGSF6"	"BRCA"
"IKBIP"	"BRCA"
"IKZF1"	"BRCA"
"IKZF2"	"BRCA"
"IL10RA"	"BRCA"
"IL12B"	"BRCA"
"IL15"	"BRCA"
"IL16"	"BRCA"
"IL18RAP"	"BRCA"
"IL23A"	"BRCA"
"IL27RA"	"BRCA"
"IL2RA"	"BRCA"
"IL2RB"	"BRCA"
"IL2RG"	"BRCA"
"IL32"	"BRCA"
"IL3RA"	"BRCA"
"IL4R"	"BRCA"
"IL6R"	"BRCA"
"IL6"	"BRCA"
"INPP5D"	"BRCA"
"IRAK2"	"BRCA"
"IRF1"	"BRCA"
"IRF4"	"BRCA"
"IRF5"	"BRCA"
"IRF8"	"BRCA"
"ISG20"	"BRCA"
"ITGA4"	"BRCA"
"ITGAL"	"BRCA"
"ITGAM"	"BRCA"
"ITGAX"	"BRCA"
"ITGB7"	"BRCA"
"ITK"	"BRCA"
"JAK1"	"BRCA"
"JAK3"	"BRCA"
"JUN"	"BRCA"
"KBTBD8"	"BRCA"
"KCNJ2"	"BRCA"
"KCTD12"	"BRCA"
"KIAA0125"	"BRCA"
"KIAA1949"	"BRCA"
"KIR2DL3"	"BRCA"
"KIR2DL4"	"BRCA"
"KIR3DL1"	"BRCA"
"KLF12"	"BRCA"
"KLF6"	"BRCA"
"KLHL14"	"BRCA"
"KLHL6"	"BRCA"
"KLRB1"	"BRCA"
"KLRD1"	"BRCA"
"KLRF1"	"BRCA"
"KLRG1"	"BRCA"
"KLRK1"	"BRCA"
"KYNU"	"BRCA"
"L3MBTL4"	"BRCA"
"LAG3"	"BRCA"
"LAT2"	"BRCA"
"LCK"	"BRCA"
"LCP1"	"BRCA"
"LCP2"	"BRCA"
"LIF"	"BRCA"
"LILRA1"	"BRCA"
"LILRA2"	"BRCA"
"LILRA6"	"BRCA"
"LILRB1"	"BRCA"
"LILRB2"	"BRCA"
"LILRB3"	"BRCA"
"LOC283663"	"BRCA"
"LPCAT2"	"BRCA"
"LPXN"	"BRCA"
"LRMP"	"BRCA"
"LRRC8C"	"BRCA"
"LRRN3"	"BRCA"
"LSP1"	"BRCA"
"LST1"	"BRCA"
"LTA"	"BRCA"
"LY75"	"BRCA"
"LY96"	"BRCA"
"LY9"	"BRCA"
"LYN"	"BRCA"
"MAF"	"BRCA"
"MAP3K8"	"BRCA"
"MAP4K1"	"BRCA"
"MARCH1"	"BRCA"
"MARCKS"	"BRCA"
"MBNL1"	"BRCA"
"MBP"	"BRCA"
"MCOLN2"	"BRCA"
"MCTP2"	"BRCA"
"MEFV"	"BRCA"
"MEI1"	"BRCA"
"MFNG"	"BRCA"
"MGC29506"	"BRCA"
"MIR155HG"	"BRCA"
"MMP14"	"BRCA"
"MMP19"	"BRCA"
"MNDA"	"BRCA"
"MOBKL2A"	"BRCA"
"MPEG1"	"BRCA"
"MS4A6A"	"BRCA"
"MS4A7"	"BRCA"
"MSC"	"BRCA"
"MTHFD1L"	"BRCA"
"MX2"	"BRCA"
"MYO1F"	"BRCA"
"MYO1G"	"BRCA"
"N4BP2L1"	"BRCA"
"NAGK"	"BRCA"
"NCF2"	"BRCA"
"NCF4"	"BRCA"
"NCKAP1L"	"BRCA"
"NCR3"	"BRCA"
"NCRNA00158"	"BRCA"
"NECAP2"	"BRCA"
"NEK6"	"BRCA"
"NEURL3"	"BRCA"
"NFAM1"	"BRCA"
"NFATC2"	"BRCA"
"NFKB1"	"BRCA"
"NFKBID"	"BRCA"
"NKG7"	"BRCA"
"NLRC3"	"BRCA"
"NLRC5"	"BRCA"
"NLRP7"	"BRCA"
"NMI"	"BRCA"
"NPL"	"BRCA"
"NR3C1"	"BRCA"
"NR4A3"	"BRCA"
"NRBF2"	"BRCA"
"NRP1"	"BRCA"
"NRP2"	"BRCA"
"OBFC2A"	"BRCA"
"OSM"	"BRCA"
"OSTM1"	"BRCA"
"P2RX5"	"BRCA"
"P2RY13"	"BRCA"
"P2RY8"	"BRCA"
"PARP8"	"BRCA"
"PARVG"	"BRCA"
"PATL2"	"BRCA"
"PDCD1LG2"	"BRCA"
"PDE4B"	"BRCA"
"PELI1"	"BRCA"
"PHACTR1"	"BRCA"
"PHC2"	"BRCA"
"PI3"	"BRCA"
"PICALM"	"BRCA"
"PID1"	"BRCA"
"PIK3CD"	"BRCA"
"PIK3IP1"	"BRCA"
"PIK3R5"	"BRCA"
"PILRA"	"BRCA"
"PIM1"	"BRCA"
"PIM2"	"BRCA"
"PIP4K2A"	"BRCA"
"PLA2G7"	"BRCA"
"PLAUR"	"BRCA"
"PLD1"	"BRCA"
"PLD3"	"BRCA"
"PLEKHA2"	"BRCA"
"PLEK"	"BRCA"
"PLXNC1"	"BRCA"
"PNOC"	"BRCA"
"POU2F2"	"BRCA"
"PPM1F"	"BRCA"
"PPM1M"	"BRCA"
"PRAM1"	"BRCA"
"PRDM1"	"BRCA"
"PRDM2"	"BRCA"
"PRF1"	"BRCA"
"PRICKLE1"	"BRCA"
"PRKCH"	"BRCA"
"PRKCQ"	"BRCA"
"PROK2"	"BRCA"
"PTAFR"	"BRCA"
"PTGDR"	"BRCA"
"PTGER2"	"BRCA"
"PTGS2"	"BRCA"
"PTPN22"	"BRCA"
"PTPN7"	"BRCA"
"PTPRCAP"	"BRCA"
"PTPRC"	"BRCA"
"PTPRE"	"BRCA"
"PTX3"	"BRCA"
"PVRIG"	"BRCA"
"PYHIN1"	"BRCA"
"QPCT"	"BRCA"
"RAB37"	"BRCA"
"RAB8B"	"BRCA"
"RALB"	"BRCA"
"RAP2B"	"BRCA"
"RAPGEF1"	"BRCA"
"RASA3"	"BRCA"
"RASAL3"	"BRCA"
"RASGRP2"	"BRCA"
"RASGRP3"	"BRCA"
"RASGRP4"	"BRCA"
"RASSF2"	"BRCA"
"RASSF4"	"BRCA"
"RASSF5"	"BRCA"
"RBMS1"	"BRCA"
"RCBTB2"	"BRCA"
"RCSD1"	"BRCA"
"RECK"	"BRCA"
"RELB"	"BRCA"
"RELT"	"BRCA"
"RFTN1"	"BRCA"
"RGL4"	"BRCA"
"RGS18"	"BRCA"
"RGS19"	"BRCA"
"RGS1"	"BRCA"
"RHOG"	"BRCA"
"RILPL2"	"BRCA"
"RNASE2"	"BRCA"
"RNASE6"	"BRCA"
"RNF125"	"BRCA"
"RNF166"	"BRCA"
"RNF19B"	"BRCA"
"RORA"	"BRCA"
"RUNX2"	"BRCA"
"RUNX3"	"BRCA"
"S100A12"	"BRCA"
"S1PR4"	"BRCA"
"S1PR5"	"BRCA"
"SAMD3"	"BRCA"
"SAMD9L"	"BRCA"
"SAMHD1"	"BRCA"
"SAMSN1"	"BRCA"
"SASH3"	"BRCA"
"SEL1L3"	"BRCA"
"SELPLG"	"BRCA"
"SEMA4D"	"BRCA"
"SEPT1"	"BRCA"
"SEPT6"	"BRCA"
"SERPINB9"	"BRCA"
"SFMBT2"	"BRCA"
"SH2B3"	"BRCA"
"SH2D2A"	"BRCA"
"SH3BP5"	"BRCA"
"SIGLEC1"	"BRCA"
"SKAP2"	"BRCA"
"SLAMF1"	"BRCA"
"SLAMF7"	"BRCA"
"SLAMF8"	"BRCA"
"SLA"	"BRCA"
"SLC15A3"	"BRCA"
"SLC25A37"	"BRCA"
"SLC2A3"	"BRCA"
"SLC2A6"	"BRCA"
"SLC31A2"	"BRCA"
"SLC43A3"	"BRCA"
"SLCO3A1"	"BRCA"
"SLFN5"	"BRCA"
"SMAP2"	"BRCA"
"SOCS1"	"BRCA"
"SP110"	"BRCA"
"SP140L"	"BRCA"
"SPI1"	"BRCA"
"SPIB"	"BRCA"
"SPRED1"	"BRCA"
"ST8SIA4"	"BRCA"
"STAB1"	"BRCA"
"STAMBPL1"	"BRCA"
"STAP1"	"BRCA"
"STAT4"	"BRCA"
"STAT5A"	"BRCA"
"STK10"	"BRCA"
"STK17A"	"BRCA"
"STK17B"	"BRCA"
"STK40"	"BRCA"
"STX11"	"BRCA"
"SUN2"	"BRCA"
"SWAP70"	"BRCA"
"SYK"	"BRCA"
"SYTL3"	"BRCA"
"TAGAP"	"BRCA"
"TANK"	"BRCA"
"TAP1"	"BRCA"
"TAP2"	"BRCA"
"TBC1D10C"	"BRCA"
"TBX21"	"BRCA"
"TBXAS1"	"BRCA"
"TCF7"	"BRCA"
"TFEC"	"BRCA"
"TFPI2"	"BRCA"
"TGFA"	"BRCA"
"TGFB1"	"BRCA"
"TIFAB"	"BRCA"
"TIGIT"	"BRCA"
"TIMP2"	"BRCA"
"TK2"	"BRCA"
"TLR10"	"BRCA"
"TLR1"	"BRCA"
"TLR2"	"BRCA"
"TLR4"	"BRCA"
"TLR8"	"BRCA"
"TM6SF1"	"BRCA"
"TM7SF4"	"BRCA"
"TMC8"	"BRCA"
"TMEM149"	"BRCA"
"TMEM156"	"BRCA"
"TMEM71"	"BRCA"
"TMIGD2"	"BRCA"
"TNFAIP3"	"BRCA"
"TNFAIP6"	"BRCA"
"TNFAIP8"	"BRCA"
"TNFRSF17"	"BRCA"
"TNFRSF1B"	"BRCA"
"TNFRSF4"	"BRCA"
"TNFRSF9"	"BRCA"
"TNFSF13B"	"BRCA"
"TNFSF8"	"BRCA"
"TNIP1"	"BRCA"
"TNIP3"	"BRCA"
"TRADD"	"BRCA"
"TRAF1"	"BRCA"
"TRAF3IP3"	"BRCA"
"TRAM2"	"BRCA"
"TRAT1"	"BRCA"
"TREM2"	"BRCA"
"TRIM38"	"BRCA"
"TRIM69"	"BRCA"
"TRPV2"	"BRCA"
"TTYH2"	"BRCA"
"TYMP"	"BRCA"
"UCP2"	"BRCA"
"UPP1"	"BRCA"
"VASP"	"BRCA"
"VCAN"	"BRCA"
"VNN2"	"BRCA"
"VPREB3"	"BRCA"
"WAS"	"BRCA"
"WIPF1"	"BRCA"
"WNT10A"	"BRCA"
"WNT5A"	"BRCA"
"XAF1"	"BRCA"
"XCL1"	"BRCA"
"ZAP70"	"BRCA"
"ZBED2"	"BRCA"
"ZBP1"	"BRCA"
"ZC3H12C"	"BRCA"
"ZEB2"	"BRCA"
"ZFP36L2"	"BRCA"
"ACAP1"	"CESC"
"ADAM12"	"CESC"
"ADAM19"	"CESC"
"ADAP2"	"CESC"
"AIF1"	"CESC"
"AIM2"	"CESC"
"AKNA"	"CESC"
"ALOX5"	"CESC"
"AMICA1"	"CESC"
"AMPD1"	"CESC"
"AMPD3"	"CESC"
"ANKRD44"	"CESC"
"APBB1IP"	"CESC"
"APOBEC3A"	"CESC"
"APOBEC3G"	"CESC"
"ARHGAP15"	"CESC"
"ARHGAP25"	"CESC"
"ARHGAP30"	"CESC"
"ARHGAP9"	"CESC"
"ATP8B2"	"CESC"
"BANK1"	"CESC"
"BATF3"	"CESC"
"BATF"	"CESC"
"BCL11B"	"CESC"
"BCL2A1"	"CESC"
"BIN2"	"CESC"
"BLK"	"CESC"
"BTLA"	"CESC"
"C10orf54"	"CESC"
"C11orf21"	"CESC"
"C13orf18"	"CESC"
"C1orf162"	"CESC"
"C1orf38"	"CESC"
"C5orf20"	"CESC"
"C5orf56"	"CESC"
"CARD11"	"CESC"
"CASP1"	"CESC"
"CCDC88B"	"CESC"
"CCL17"	"CESC"
"CCL19"	"CESC"
"CCL22"	"CESC"
"CCL24"	"CESC"
"CCL8"	"CESC"
"CCND2"	"CESC"
"CCR1"	"CESC"
"CCR2"	"CESC"
"CCR3"	"CESC"
"CCR5"	"CESC"
"CCR7"	"CESC"
"CCRL2"	"CESC"
"CD19"	"CESC"
"CD1B"	"CESC"
"CD1C"	"CESC"
"CD1D"	"CESC"
"CD1E"	"CESC"
"CD209"	"CESC"
"CD244"	"CESC"
"CD247"	"CESC"
"CD274"	"CESC"
"CD27"	"CESC"
"CD2"	"CESC"
"CD300A"	"CESC"
"CD37"	"CESC"
"CD38"	"CESC"
"CD3E"	"CESC"
"CD3G"	"CESC"
"CD40"	"CESC"
"CD53"	"CESC"
"CD5"	"CESC"
"CD69"	"CESC"
"CD6"	"CESC"
"CD79A"	"CESC"
"CD79B"	"CESC"
"CD7"	"CESC"
"CD80"	"CESC"
"CD84"	"CESC"
"CD86"	"CESC"
"CD8B"	"CESC"
"CD96"	"CESC"
"CD97"	"CESC"
"CDK6"	"CESC"
"CECR1"	"CESC"
"CELF2"	"CESC"
"CFLAR"	"CESC"
"CFP"	"CESC"
"CHI3L1"	"CESC"
"CHST11"	"CESC"
"CHST12"	"CESC"
"CHST2"	"CESC"
"CISH"	"CESC"
"CLC"	"CESC"
"CLEC10A"	"CESC"
"CLEC4A"	"CESC"
"CLEC4E"	"CESC"
"CLEC5A"	"CESC"
"CLEC7A"	"CESC"
"CLECL1"	"CESC"
"CLIC2"	"CESC"
"CMPK2"	"CESC"
"CORO1A"	"CESC"
"COTL1"	"CESC"
"CPNE5"	"CESC"
"CPVL"	"CESC"
"CR1"	"CESC"
"CRTAM"	"CESC"
"CSF1R"	"CESC"
"CSF1"	"CESC"
"CSF2RA"	"CESC"
"CSF2RB"	"CESC"
"CSF3R"	"CESC"
"CST7"	"CESC"
"CTLA4"	"CESC"
"CTSD"	"CESC"
"CTSL1"	"CESC"
"CTSW"	"CESC"
"CX3CR1"	"CESC"
"CXCL10"	"CESC"
"CXCL11"	"CESC"
"CXCL9"	"CESC"
"CXCR1"	"CESC"
"CXCR2"	"CESC"
"CXCR6"	"CESC"
"CYBB"	"CESC"
"CYLD"	"CESC"
"CYSLTR1"	"CESC"
"CYTH4"	"CESC"
"CYTIP"	"CESC"
"DDX60L"	"CESC"
"DERL3"	"CESC"
"DNAJC5B"	"CESC"
"DOCK10"	"CESC"
"DOCK2"	"CESC"
"DOCK8"	"CESC"
"DOK3"	"CESC"
"DPEP2"	"CESC"
"DTX3L"	"CESC"
"EBI3"	"CESC"
"EMILIN2"	"CESC"
"EMR2"	"CESC"
"EMR3"	"CESC"
"ENTPD1"	"CESC"
"EOMES"	"CESC"
"EVI2A"	"CESC"
"EVI2B"	"CESC"
"EVL"	"CESC"
"FAIM3"	"CESC"
"FAM113B"	"CESC"
"FAM129C"	"CESC"
"FAM46C"	"CESC"
"FAM49A"	"CESC"
"FAM65B"	"CESC"
"FASLG"	"CESC"
"FBXO6"	"CESC"
"FCAR"	"CESC"
"FCGR2A"	"CESC"
"FCGR2B"	"CESC"
"FCGR2C"	"CESC"
"FCN1"	"CESC"
"FCRL1"	"CESC"
"FCRL2"	"CESC"
"FCRL3"	"CESC"
"FCRL5"	"CESC"
"FCRLA"	"CESC"
"FERMT3"	"CESC"
"FFAR2"	"CESC"
"FGD3"	"CESC"
"FGL2"	"CESC"
"FGR"	"CESC"
"FKBP11"	"CESC"
"FLI1"	"CESC"
"FLVCR2"	"CESC"
"FMNL1"	"CESC"
"FNBP1"	"CESC"
"FPR1"	"CESC"
"FPR2"	"CESC"
"FPR3"	"CESC"
"FYB"	"CESC"
"FYN"	"CESC"
"GBP1"	"CESC"
"GBP5"	"CESC"
"GGTA1"	"CESC"
"GIMAP2"	"CESC"
"GIMAP4"	"CESC"
"GIMAP5"	"CESC"
"GIMAP6"	"CESC"
"GIMAP7"	"CESC"
"GLIPR1"	"CESC"
"GLIPR2"	"CESC"
"GLT1D1"	"CESC"
"GMFG"	"CESC"
"GMIP"	"CESC"
"GNA15"	"CESC"
"GNG2"	"CESC"
"GNG7"	"CESC"
"GPR132"	"CESC"
"GPR15"	"CESC"
"GPR171"	"CESC"
"GPR183"	"CESC"
"GPR18"	"CESC"
"GPR65"	"CESC"
"GPR68"	"CESC"
"GPR84"	"CESC"
"GPSM3"	"CESC"
"GZMA"	"CESC"
"GZMB"	"CESC"
"GZMH"	"CESC"
"GZMK"	"CESC"
"GZMM"	"CESC"
"HAVCR2"	"CESC"
"HCK"	"CESC"
"HCLS1"	"CESC"
"HCST"	"CESC"
"HK3"	"CESC"
"HLA-DOB"	"CESC"
"HLA-DQB1"	"CESC"
"HLX"	"CESC"
"HMHA1"	"CESC"
"HMOX1"	"CESC"
"HS3ST3B1"	"CESC"
"HSPA6"	"CESC"
"HVCN1"	"CESC"
"ICAM2"	"CESC"
"ICAM3"	"CESC"
"ICOS"	"CESC"
"IDO1"	"CESC"
"IFI35"	"CESC"
"IFI44L"	"CESC"
"IFI44"	"CESC"
"IFIH1"	"CESC"
"IFIT1"	"CESC"
"IFIT3"	"CESC"
"IFNG"	"CESC"
"IGSF6"	"CESC"
"IKZF1"	"CESC"
"IL10RA"	"CESC"
"IL12B"	"CESC"
"IL16"	"CESC"
